timestamp_ms,timestamp,soil_moisture,sensor_alive
1778313934950,2026-05-09 11:05:34,44.23,1
1778313935957,2026-05-09 11:05:35,44.2,1
1778313936960,2026-05-09 11:05:36,44.16,1
1778313937963,2026-05-09 11:05:37,44.11,1
1778313938968,2026-05-09 11:05:38,44.06,1
1778313939971,2026-05-09 11:05:39,44.0,1
1778313940976,2026-05-09 11:05:40,43.96,1
1778313941981,2026-05-09 11:05:41,43.93,1
1778313942987,2026-05-09 11:05:42,43.89,1
1778313943991,2026-05-09 11:05:43,43.87,1
1778313944997,2026-05-09 11:05:44,43.82,1
1778313946004,2026-05-09 11:05:46,43.8,1
1778313947010,2026-05-09 11:05:47,43.77,1
1778313948015,2026-05-09 11:05:48,43.76,1
1778313949019,2026-05-09 11:05:49,43.76,1
1778313950028,2026-05-09 11:05:50,43.73,1
1778313951032,2026-05-09 11:05:51,43.68,1
1778313952038,2026-05-09 11:05:52,43.63,1
1778313953046,2026-05-09 11:05:53,43.56,1
1778313954051,2026-05-09 11:05:54,43.57,1
1778313955055,2026-05-09 11:05:55,43.55,1
1778313956061,2026-05-09 11:05:56,43.55,1
1778313957066,2026-05-09 11:05:57,43.55,1
1778313958071,2026-05-09 11:05:58,43.49,1
1778313959076,2026-05-09 11:05:59,43.45,1
1778313960082,2026-05-09 11:06:00,43.37,1
1778313961089,2026-05-09 11:06:01,43.32,1
1778313962098,2026-05-09 11:06:02,43.3,1
1778313963103,2026-05-09 11:06:03,43.3,1
1778313964106,2026-05-09 11:06:04,43.3,1
1778313965109,2026-05-09 11:06:05,43.23,1
1778313966117,2026-05-09 11:06:06,43.18,1
1778313967120,2026-05-09 11:06:07,43.15,1
1778313968126,2026-05-09 11:06:08,43.13,1
1778313969132,2026-05-09 11:06:09,43.09,1
1778313970135,2026-05-09 11:06:10,43.07,1
1778313971140,2026-05-09 11:06:11,43.02,1
1778313972142,2026-05-09 11:06:12,43.0,1
1778313973146,2026-05-09 11:06:13,42.98,1
1778313974150,2026-05-09 11:06:14,42.91,1
1778313975153,2026-05-09 11:06:15,42.88,1
1778313976157,2026-05-09 11:06:16,42.83,1
1778313977160,2026-05-09 11:06:17,42.78,1
1778313978162,2026-05-09 11:06:18,42.75,1
1778313979165,2026-05-09 11:06:19,42.74,1
1778313980168,2026-05-09 11:06:20,42.68,1
1778313981172,2026-05-09 11:06:21,42.62,1
1778313982175,2026-05-09 11:06:22,42.61,1
1778313983179,2026-05-09 11:06:23,42.54,1
1778313984182,2026-05-09 11:06:24,42.52,1
1778313985185,2026-05-09 11:06:25,42.53,1
1778313986188,2026-05-09 11:06:26,42.47,1
1778313987192,2026-05-09 11:06:27,42.39,1
1778313988215,2026-05-09 11:06:28,42.33,1
1778313989253,2026-05-09 11:06:29,42.32,1
1778313990256,2026-05-09 11:06:30,42.31,1
1778313991262,2026-05-09 11:06:31,42.28,1
1778313992265,2026-05-09 11:06:32,42.28,1
1778313993268,2026-05-09 11:06:33,42.28,1
1778313994272,2026-05-09 11:06:34,42.28,1
1778313995275,2026-05-09 11:06:35,42.25,1
1778313996279,2026-05-09 11:06:36,42.22,1
1778313997282,2026-05-09 11:06:37,42.15,1
1778313998285,2026-05-09 11:06:38,42.12,1
1778313999288,2026-05-09 11:06:39,42.05,1
1778314000291,2026-05-09 11:06:40,41.99,1
1778314001295,2026-05-09 11:06:41,41.95,1
1778314002298,2026-05-09 11:06:42,41.94,1
1778314003301,2026-05-09 11:06:43,41.89,1
1778314004306,2026-05-09 11:06:44,41.83,1
1778314005309,2026-05-09 11:06:45,41.76,1
1778314006313,2026-05-09 11:06:46,41.73,1
1778314007318,2026-05-09 11:06:47,41.68,1
1778314008321,2026-05-09 11:06:48,41.61,1
1778314009325,2026-05-09 11:06:49,41.56,1
1778314010329,2026-05-09 11:06:50,41.55,1
1778314011333,2026-05-09 11:06:51,41.51,1
1778314012336,2026-05-09 11:06:52,41.48,1
1778314013339,2026-05-09 11:06:53,41.4,1
1778314014343,2026-05-09 11:06:54,41.33,1
1778314015346,2026-05-09 11:06:55,41.31,1
1778314016352,2026-05-09 11:06:56,41.3,1
1778314017356,2026-05-09 11:06:57,41.23,1
1778314018364,2026-05-09 11:06:58,41.19,1
1778314019368,2026-05-09 11:06:59,41.17,1
1778314020370,2026-05-09 11:07:00,41.11,1
1778314021372,2026-05-09 11:07:01,41.07,1
1778314022373,2026-05-09 11:07:02,41.05,1
1778314023375,2026-05-09 11:07:03,41.0,1
1778314024377,2026-05-09 11:07:04,40.94,1
1778314025378,2026-05-09 11:07:05,40.9,1
1778314026380,2026-05-09 11:07:06,40.83,1
1778314027382,2026-05-09 11:07:07,40.76,1
1778314028383,2026-05-09 11:07:08,40.73,1
1778314029385,2026-05-09 11:07:09,40.67,1
1778314030386,2026-05-09 11:07:10,40.59,1
1778314031390,2026-05-09 11:07:11,40.54,1
1778314032391,2026-05-09 11:07:12,40.48,1
1778314033393,2026-05-09 11:07:13,40.41,1
