timestamp_ms,timestamp,temperature,air_humidity,soil_moisture,water_flow,watering,is_anomaly,anomaly_type,soil_moisture_change,soil_moisture_change_10,soil_moisture_std_10,knn_score,knn_pred
1778313944997,2026-05-09 11:05:44,20.4,68.26,43.82,0.0,0,0,normal,-0.0499999999999971,-0.4099999999999966,0.1287547194388506,0.24441934336759147,0
1778313946004,2026-05-09 11:05:46,20.45,68.0,43.8,0.0,0,0,normal,-0.0200000000000031,-0.4000000000000057,0.1216552506059606,0.2980237698859003,0
1778313947010,2026-05-09 11:05:47,20.74,67.21,43.77,0.0,0,0,normal,-0.029999999999994,-0.3899999999999934,0.1125907041751898,0.2934235405184942,0
1778313948015,2026-05-09 11:05:48,20.41,67.74,43.76,0.0,0,0,normal,-0.0100000000000051,-0.3500000000000014,0.1011269828812501,0.35541052179345695,0
1778313949019,2026-05-09 11:05:49,20.54,67.52,43.76,0.0,0,0,normal,0.0,-0.3000000000000042,0.0873307887669878,0.40460828674051735,0
1778313950028,2026-05-09 11:05:50,20.92,67.45,43.73,0.0,0,0,normal,-0.0300000000000011,-0.2700000000000031,0.0792254167970358,0.4202167970885889,0
1778313951032,2026-05-09 11:05:51,20.65,67.47,43.68,0.0,0,0,normal,-0.0499999999999971,-0.2800000000000011,0.0772370089759606,0.365791735145528,0
1778313952038,2026-05-09 11:05:52,20.7,67.77,43.63,0.0,0,0,normal,-0.0499999999999971,-0.2999999999999971,0.0797844317868605,0.35670700786521303,0
1778313953046,2026-05-09 11:05:53,20.85,67.73,43.56,0.0,0,0,normal,-0.0700000000000002,-0.3299999999999983,0.0923519836759604,0.36078199575744163,0
1778313954051,2026-05-09 11:05:54,20.73,67.14,43.57,0.0,0,0,normal,0.009999999999998,-0.2999999999999971,0.0934285228872014,0.4252143152027447,0
1778313955055,2026-05-09 11:05:55,20.76,66.92,43.55,0.0,0,0,normal,-0.0200000000000031,-0.2700000000000031,0.0964307465950761,0.3843923886436201,0
1778313956061,2026-05-09 11:05:56,21.08,67.05,43.55,0.0,0,0,normal,0.0,-0.25,0.0945398211219603,0.4102911559286869,0
1778313957066,2026-05-09 11:05:57,21.15,67.5,43.55,0.0,0,0,normal,0.0,-0.2200000000000059,0.0905783883961207,0.44251795876296696,0
1778313958071,2026-05-09 11:05:58,21.3,66.78,43.49,0.0,0,0,normal,-0.0599999999999951,-0.269999999999996,0.0890754985640721,0.4029275150904284,0
1778313959076,2026-05-09 11:05:59,21.24,66.69,43.45,0.0,0,0,normal,-0.0399999999999991,-0.3099999999999951,0.0836925590744925,0.38897747457800014,0
1778313960082,2026-05-09 11:06:00,21.15,66.48,43.37,0.0,0,0,normal,-0.0800000000000054,-0.3599999999999994,0.0874325136573176,0.4096164304106243,0
1778313961089,2026-05-09 11:06:01,21.35,66.34,43.32,0.0,0,0,normal,-0.0499999999999971,-0.3599999999999994,0.0969765149117884,0.35003491701747885,0
1778313962098,2026-05-09 11:06:02,21.26,66.97,43.3,0.0,0,0,normal,-0.0200000000000031,-0.3300000000000054,0.1051401181492373,0.3082752185345298,0
1778313963103,2026-05-09 11:06:03,21.47,66.46,43.3,0.0,0,0,normal,0.0,-0.2600000000000051,0.1125709652717472,0.3811767372632541,0
1778313964106,2026-05-09 11:06:04,21.52,66.55,43.3,0.0,0,0,normal,0.0,-0.2700000000000031,0.1116343236742736,0.37589906931047595,0
1778313965109,2026-05-09 11:06:05,21.45,66.79,43.23,0.0,0,0,normal,-0.0700000000000002,-0.3200000000000003,0.1153930481248558,0.3658716736788615,0
1778313966117,2026-05-09 11:06:06,21.67,66.0,43.18,0.0,0,0,normal,-0.0499999999999971,-0.3699999999999974,0.116280312654809,0.33452052627040363,0
1778313967120,2026-05-09 11:06:07,21.79,66.16,43.15,0.0,0,0,normal,-0.0300000000000011,-0.3999999999999986,0.1079557522526368,0.3207267037098993,0
1778313968126,2026-05-09 11:06:08,21.63,65.63,43.13,0.0,0,0,normal,-0.019999999999996,-0.3599999999999994,0.1006699778704242,0.3470399212306453,0
1778313969132,2026-05-09 11:06:09,22.1,65.55,43.09,0.0,0,0,normal,-0.0399999999999991,-0.3599999999999994,0.0945221902223534,0.3144545812453616,0
1778313970135,2026-05-09 11:06:10,21.96,65.47,43.07,0.0,0,0,normal,-0.0200000000000031,-0.2999999999999971,0.095224880035439,0.32965776799137886,0
1778313971140,2026-05-09 11:06:11,21.78,66.01,43.02,0.0,0,0,normal,-0.0499999999999971,-0.2999999999999971,0.102637441727811,0.2722542132887681,0
1778313972142,2026-05-09 11:06:12,21.88,65.45,43.0,0.0,0,0,normal,-0.0200000000000031,-0.2999999999999971,0.1064633478922648,0.3044961922890121,0
1778313973146,2026-05-09 11:06:13,22.37,65.55,42.98,0.0,0,0,normal,-0.0200000000000031,-0.3200000000000003,0.1034139470498485,0.31723267084649254,0
1778313974150,2026-05-09 11:06:14,22.21,64.88,42.91,0.0,0,0,normal,-0.0700000000000002,-0.3900000000000005,0.0993534655213143,0.38178431779921834,0
